0.6742788 0.670131 0.8181094 0.90759516 0.18955512 0.00523967 0.6669448 0.42468035 0.35055077 0.5795455 output (0, 3) (0, 1) (0, 4) (2, 4)
0.25244808 0.86631274 0.254717 0.69331384 0.7240921 0.9284372 0.19436114 0.4676869 0.8975648 0.2786354 output (0, 1) (0, 2) (1, 3) (2, 4)
0.1976771 0.2894611 0.079947755 0.73794127 0.3338413 0.5287594 0.425322 0.4853324 0.39203572 0.2694564 output (0, 4) (1, 2) (2, 3) (3, 4)
0.11541762 0.05695715 0.93744385 0.64288145 0.17947155 0.18315785 0.28626764 0.92499626 0.05786007 0.50830156 output (0, 2) (1, 3) (2, 4) (3, 4)
0.2774204 0.8350914 0.5216664 0.36758307 0.40046337 0.2101129 0.7738591 0.27669746 0.08861209 0.6135053 output (0, 4) (1, 2) (1, 3) (1, 4)
0.78120166 0.6165077 0.23072729 0.9408228 0.8163718 0.83884406 0.0049531334 0.45822948 0.26280147 0.6856146 output (0, 2) (0, 4) (1, 4) (3, 4)
0.63738585 0.17800252 0.9852618 0.9720373 0.34824416 0.6107662 0.34659037 0.5821909 0.31767124 0.656188 output (0, 3) (1, 2) (2, 3) (2, 4)
0.9870778 0.78890806 0.06147367 0.4968463 0.19421826 0.66572833 0.3510749 0.4251436 0.2532981 0.4587894 output (0, 3) (1, 4) (1, 2) (3, 4)
0.025795681 0.39080894 0.67496777 0.320378 0.13710007 0.79226893 0.28492048 0.85156786 0.41658953 0.68354994 output (0, 2) (1, 4) (2, 3) (3, 4)
0.85148084 0.5158521 0.69237995 0.5482849 0.4502182 0.24043916 0.7936326 0.41981193 0.41435573 0.105091795 output (0, 3) (0, 1) (2, 4) (2, 3)
0.953022 0.70459163 0.5384142 0.079448044 0.3947142 0.76802045 0.054252446 0.79773784 0.5980266 0.82814926 output (0, 4) (1, 2) (2, 4) (2, 3)
0.31342483 0.86801344 0.46620038 0.2683668 0.6412559 0.11959183 0.56431615 0.13997093 0.44686297 0.074753255 output (0, 1) (1, 3) (2, 3) (3, 4)
0.95066833 0.98931605 0.14885859 0.54691917 0.83645946 0.2552467 0.45498976 0.5134942 0.95579815 0.926567 output (0, 4) (1, 3) (2, 3) (3, 4)
0.1926086 0.44277078 0.23178686 0.65249026 0.90178543 0.12090547 0.41926458 0.090647474 0.8405446 0.71507525 output (0, 1) (0, 3) (2, 3) (2, 4)
0.051615857 0.52524805 0.42352307 0.96710443 0.24873658 0.19992019 0.6185926 0.87695533 0.06614375 0.5912645 output (0, 4) (0, 2) (1, 3) (1, 4)
0.4912332 0.46380287 0.5313724 0.20561133 0.20167585 0.5052088 0.44929764 0.9893897 0.33183482 0.7166195 output (0, 1) (0, 2) (2, 4) (3, 4)
0.44329762 0.57649213 0.70821923 0.63989025 0.2531445 0.5146294 0.9644888 0.42939702 0.08858906 0.5101665 output (0, 2) (0, 1) (1, 3) (2, 4)
0.76387423 0.8141158 0.84382176 0.5311272 0.9484605 0.40555888 0.98526317 0.7902657 0.75783074 0.7269546 output (0, 4) (0, 3) (1, 2) (1, 4)
0.011722174 0.41911277 0.46319112 0.98297817 0.3167391 0.9634187 0.2939484 0.721405 0.6270639 0.26634723 output (0, 3) (1, 2) (2, 3) (3, 4)
0.5633138 0.45580336 0.07314483 0.46549365 0.13866694 0.5370481 0.53774846 0.38100255 0.12134794 0.87941444 output (0, 3) (1, 2) (2, 4) (2, 3)
0.29777393 0.23581582 0.21496598 0.7301761 0.43268764 0.4932389 0.08484753 0.48802507 0.9397918 0.7747622 output (0, 2) (1, 3) (1, 2) (2, 4)
0.48372787 0.72748053 0.743014 0.2491882 0.8173028 0.93127227 0.7117533 0.5335551 0.35323304 0.103543185 output (0, 3) (0, 2) (1, 3) (1, 4)
0.6003118 0.95947874 0.78881484 0.69116634 0.60024196 0.62721694 0.8039491 0.11350725 0.4852215 0.8886227 output (0, 4) (1, 2) (2, 4) (2, 3)
0.020652972 0.9137787 0.22512214 0.24340633 0.5662293 0.60062695 0.21488313 0.5667249 0.8070687 0.5061455 output (0, 3) (1, 3) (2, 4) (2, 3)
0.09342848 0.41982034 0.75246495 0.16425064 0.32531992 0.94497544 0.2739298 0.17693701 0.6436521 0.46152818 output (0, 3) (0, 2) (1, 4) (3, 4)
0.36449513 0.3343178 0.8721029 0.78559256 0.24165893 0.66883683 0.24734083 0.2660374 0.9373431 0.59338486 output (0, 3) (0, 2) (0, 4) (1, 4)
0.55442184 0.93059117 0.08770895 0.50079864 0.9095034 0.3441017 0.20242946 0.012778266 0.66793454 0.06907484 output (0, 1) (1, 3) (2, 4) (3, 4)
0.49794546 0.6432109 0.67728525 0.4310378 0.5696421 0.7453446 0.29340234 0.9891861 0.91534674 0.09169734 output (0, 2) (0, 1) (1, 4) (2, 3)
0.26066875 0.99257827 0.4499871 0.7258454 0.0658327 0.66956776 0.27116537 0.45832458 0.7802066 0.13737255 output (0, 1) (1, 3) (2, 3) (3, 4)
0.97528464 0.78283596 0.50768435 0.7517904 0.9601545 0.91923714 0.721066 0.7234451 0.84158343 0.10891195 output (0, 2) (0, 3) (1, 3) (3, 4)
0.3025463 0.7725748 0.11809253 0.8126924 0.40936497 0.19378304 0.36609438 0.1314061 0.7395401 0.5317142 output (0, 1) (0, 4) (2, 3) (2, 4)
0.322625 0.23906128 0.990309 0.48589563 0.18652476 0.7662045 0.6011125 0.46823937 0.8833704 0.06135884 output (0, 3) (1, 3) (1, 4) (2, 3)
0.1787124 0.78712636 0.036496565 0.18010461 0.22317465 0.84038395 0.554522 0.62745786 0.5721092 0.46583235 output (0, 2) (1, 4) (2, 3) (3, 4)
0.89337045 0.7899946 0.1620847 0.914838 0.37177268 0.91800755 0.09877996 0.36669493 0.42031187 0.62590563 output (0, 4) (1, 2) (2, 4) (3, 4)
0.21490903 0.538097 0.12419163 0.35553992 0.2809553 0.5138981 0.16342197 0.7397377 0.099460855 0.32165685 output (0, 2) (0, 1) (0, 3) (1, 4)
0.60243446 0.37459254 0.20156768 0.06731113 0.45354524 0.23570713 0.9422632 0.039992142 0.3429477 0.38498402 output (0, 2) (0, 3) (1, 2) (2, 4)
0.7320229 0.9105645 0.68984437 0.45427674 0.18635759 0.3408549 0.018722368 0.50862384 0.65659547 0.2776488 output (0, 1) (1, 4) (2, 3) (2, 4)
0.30574915 0.22853026 0.087854944 0.49689204 0.033665955 0.32215285 0.6017253 0.9119534 0.28643817 0.3311651 output (0, 4) (1, 2) (1, 3) (2, 4)
0.9124253 0.693024 0.82190317 0.3175632 0.13120987 0.06478797 0.55833435 0.35575473 0.042095233 0.21662544 output (0, 1) (1, 3) (2, 4) (2, 3)
0.49809593 0.41672143 0.08640899 0.27908513 0.6810426 0.6207714 0.95767987 0.35922793 0.8313177 0.25426495 output (0, 2) (0, 4) (0, 1) (3, 4)
0.33214983 0.4972502 0.71156806 0.28056625 0.58505476 0.06644055 0.16205496 0.34651953 0.13778031 0.7213704 output (0, 3) (0, 4) (0, 1) (1, 2)
0.44469655 0.8762562 0.9197413 0.08077553 0.021979548 0.5171179 0.53103244 0.8086465 0.11047412 0.5719871 output (0, 3) (0, 4) (1, 3) (2, 4)
0.32152772 0.98454547 0.45161745 0.8044698 0.89426905 0.17305481 0.48979127 0.72142446 0.057360854 0.5249501 output (0, 1) (1, 3) (2, 3) (3, 4)
0.09853425 0.32542932 0.3612835 0.36537763 0.67553306 0.99548936 0.30591702 0.5873294 0.114430316 0.98193276 output (0, 1) (1, 3) (2, 3) (3, 4)
0.85919577 0.93860155 0.913636 0.46140954 0.23647958 0.014110612 0.91511023 0.6917011 0.11264984 0.19717434 output (0, 3) (1, 3) (1, 2) (2, 4)
0.6231946 0.1777056 0.9935067 0.20015642 0.9793775 0.034182474 0.7878803 0.71421254 0.54070675 0.7699828 output (0, 1) (1, 2) (1, 3) (3, 4)
0.89601964 0.12595612 0.7445184 0.5766171 0.6038018 0.63594836 0.41519085 0.32842547 0.3990531 0.76947695 output (0, 1) (1, 2) (2, 4) (2, 3)
0.3062406 0.526872 0.17281827 0.8396008 0.4957253 0.023806404 0.09259878 0.30913824 0.20302351 0.57380736 output (0, 4) (1, 4) (2, 3) (3, 4)
0.54348725 0.5466735 0.0857504 0.8823701 0.0015384142 0.9574832 0.024923736 0.07757693 0.06831146 0.89496785 output (0, 1) (0, 3) (1, 4) (2, 4)
0.41140008 0.26468498 0.6594131 0.07146538 0.07897739 0.25345102 0.64314955 0.69341683 0.3743554 0.8174685 output (0, 1) (0, 2) (0, 3) (3, 4)
0.687182 0.8739033 0.93503344 0.8777344 0.45898086 0.1771888 0.73468506 0.36375538 0.38192996 0.39378473 output (0, 1) (0, 3) (2, 4) (2, 3)
0.57285184 0.40656096 0.7069777 0.8871816 0.89659 0.9241087 0.96667695 0.6954412 0.71533847 0.9194658 output (0, 3) (1, 4) (2, 4) (2, 3)
0.5343501 0.15257959 0.49687287 0.12608519 0.6539361 0.36838993 0.17337184 0.7253063 0.22544558 0.47637156 output (0, 1) (0, 2) (2, 4) (3, 4)
0.22549587 0.4718743 0.17434682 0.9045949 0.65364 0.8744304 0.7262064 0.8728188 0.8527776 0.8926578 output (0, 1) (1, 2) (2, 3) (3, 4)
0.3466455 0.6756193 0.8744211 0.35968322 0.28115305 0.49790153 0.654164 0.2015686 0.27775633 0.07254465 output (0, 2) (1, 3) (2, 4) (3, 4)
0.36403307 0.5945558 0.5190958 0.111526944 0.63390875 0.23161472 0.65081465 0.34088534 0.450513 0.6006758 output (0, 4) (1, 2) (2, 3) (3, 4)
0.24027789 0.5172071 0.83723307 0.6542969 0.51881754 0.48232266 0.23172233 0.41127205 0.234431 0.24707393 output (0, 3) (0, 2) (1, 2) (3, 4)
0.4558703 0.2531047 0.34135056 0.8247233 0.99210525 0.4077998 0.24957678 0.14401707 0.09711972 0.33880907 output (0, 3) (0, 2) (1, 4) (3, 4)
0.34479755 0.9690032 0.93482435 0.8167554 0.40250796 0.77039844 0.160235 0.47526604 0.61134 0.246247 output (0, 2) (1, 2) (2, 3) (3, 4)
0.32007217 0.13093218 0.13501035 0.23239824 0.43802515 0.93390036 0.6838359 0.5580603 0.8634045 0.08492395 output (0, 1) (0, 4) (2, 3) (3, 4)
0.8403144 0.174749 0.5035258 0.60031414 0.6800597 0.16067453 0.5058361 0.20278901 0.15751334 0.4899108 output (0, 2) (1, 4) (1, 3) (2, 3)
0.92245686 0.70895284 0.3582006 0.9698519 0.7847844 0.67418486 0.12957227 0.1142889 0.91233015 0.062111832 output (0, 2) (1, 2) (2, 4) (3, 4)
0.31688124 0.17735653 0.44414225 0.4324547 0.09204105 0.11159883 0.13675748 0.79777896 0.38609925 0.7690104 output (0, 2) (0, 1) (1, 4) (3, 4)
0.110357784 0.5285205 0.34793484 0.050071567 0.044840466 0.67283094 0.23714483 0.9499413 0.19213827 0.84783185 output (0, 2) (0, 1) (2, 4) (3, 4)
0.85402006 0.2817781 0.28901318 0.72114694 0.90064085 0.18077248 0.6293235 0.72556895 0.5746737 0.7715208 output (0, 2) (0, 3) (1, 4) (3, 4)
0.78051764 0.6464738 0.08543082 0.3560484 0.3925722 0.30405745 0.4533832 0.88323677 0.16898918 0.44110334 output (0, 3) (0, 2) (1, 4) (2, 4)
0.3994689 0.32712024 0.9965159 0.27020273 0.7152728 0.8354423 0.65001684 0.073021226 0.7344569 0.9839353 output (0, 3) (0, 2) (1, 3) (2, 4)
0.73145515 0.16420676 0.20643134 0.521394 0.9613534 0.36094958 0.967995 0.23602512 0.44582522 0.85346764 output (0, 3) (0, 1) (1, 4) (2, 3)
0.3306275 0.71751136 0.17076351 0.38851961 0.8464514 0.35379627 0.1300842 0.7023504 0.36637 0.73678744 output (0, 4) (0, 3) (1, 3) (2, 4)
0.7697826 0.9882009 0.9845119 0.9813853 0.97121334 0.20416234 0.5443328 0.16006479 0.65829265 0.2730577 output (0, 1) (0, 4) (2, 4) (3, 4)
0.7254996 0.7418783 0.29087648 0.8318791 0.8642007 0.50311345 0.5288902 0.91208684 0.9710925 0.30288777 output (0, 3) (0, 2) (1, 3) (2, 4)
0.76808196 0.6592305 0.5895964 0.7215381 0.5866816 0.041805215 0.13163225 0.50232714 0.31668445 0.4995809 output (0, 1) (1, 4) (2, 4) (3, 4)
0.13307087 0.29679623 0.79570776 0.18518145 0.7702723 0.86113924 0.58550155 0.8844391 0.064487875 0.1800214 output (0, 4) (0, 1) (1, 2) (2, 3)
0.067218736 0.9966919 0.9557453 0.39472294 0.59896445 0.45143571 0.7569657 0.734923 0.8160691 0.14403948 output (0, 3) (1, 4) (1, 2) (2, 3)
0.4349313 0.14286621 0.49050555 0.5889608 0.40888554 0.50914085 0.14636625 0.45739102 0.149499 0.9284574 output (0, 2) (1, 2) (2, 3) (3, 4)
0.79812956 0.22757713 0.64176875 0.51678103 0.23387995 0.4609301 0.6074981 0.95257026 0.74192446 0.20090212 output (0, 4) (0, 1) (1, 2) (1, 3)
0.53228664 0.026706038 0.5926358 0.09740377 0.0034501278 0.10447085 0.31580904 0.9428279 0.26415938 0.45809516 output (0, 1) (1, 4) (2, 4) (3, 4)
0.00044462018 0.03958691 0.42607746 0.017656345 0.35005885 0.5277709 0.4503588 0.031232638 0.24978465 0.2548261 output (0, 4) (1, 3) (1, 4) (2, 4)
0.778367 0.78088516 0.97058004 0.3882912 0.7149292 0.25257012 0.599522 0.2949682 0.49301007 0.9444015 output (0, 4) (0, 1) (1, 2) (2, 3)
0.881331 0.3977272 0.018247783 0.48280597 0.055316802 0.47582752 0.1946951 0.42126313 0.9844805 0.9427354 output (0, 4) (0, 3) (1, 2) (2, 3)
0.9359423 0.3708989 0.4000469 0.21938726 0.91393006 0.0992041 0.12898089 0.9612068 0.8938015 0.3809636 output (0, 4) (0, 2) (1, 4) (1, 3)
0.63483906 0.65269 0.79648644 0.48502675 0.03361762 0.23067926 0.0036570919 0.36757192 0.349994 0.025794838 output (0, 1) (1, 4) (2, 3) (2, 4)
0.28340146 0.41738614 0.65873736 0.9718304 0.4078672 0.6190578 0.28082615 0.647602 0.43089178 0.9856298 output (0, 3) (1, 4) (2, 3) (2, 4)
0.32380056 0.026811577 0.958404 0.57588696 0.083927095 0.6056053 0.9695291 0.20102236 0.06758408 0.25711837 output (0, 4) (0, 3) (1, 3) (2, 4)
0.75472915 0.5687048 0.35972568 0.8562475 0.8820593 0.7241939 0.3193933 0.8372086 0.047717705 0.2320927 output (0, 2) (0, 1) (1, 3) (3, 4)
0.93042165 0.37293345 0.27661967 0.9773311 0.49376103 0.49841037 0.06140232 0.6710253 0.5565215 0.4587429 output (0, 4) (1, 3) (2, 4) (2, 3)
0.010289171 0.7179996 0.6566438 0.20678182 0.90471745 0.8375392 0.0015362065 0.7939777 0.29874715 0.8054603 output (0, 3) (1, 2) (2, 4) (3, 4)
0.60748196 0.22943123 0.73757184 0.02873632 0.4909777 0.27624068 0.008429348 0.15444134 0.3409627 0.69493234 output (0, 2) (0, 1) (2, 4) (2, 3)
0.95842034 0.44637576 0.9212932 0.62212956 0.7110712 0.7616305 0.47345287 0.9641824 0.1923516 0.7151936 output (0, 1) (1, 2) (2, 3) (3, 4)
0.35098675 0.13331622 0.37693802 0.71926886 0.7722078 0.8408539 0.9518537 0.20845474 0.27687564 0.90983766 output (0, 1) (0, 3) (1, 4) (1, 2)
0.59903777 0.6997846 0.9573293 0.84940904 0.71246296 0.84361976 0.6400807 0.983855 0.36106178 0.2500671 output (0, 2) (0, 4) (1, 2) (2, 3)
0.363594 0.2386183 0.52472156 0.76351297 0.65294427 0.7004695 0.11111815 0.07291252 0.37357122 0.69339854 output (0, 3) (0, 4) (1, 2) (1, 4)
0.08669753 0.5451187 0.47308433 0.5919046 0.95220065 0.837198 0.7405938 0.3023592 0.45575634 0.73267883 output (0, 1) (1, 4) (1, 3) (2, 4)
0.8494711 0.15457557 0.40011144 0.95180035 0.36329585 0.9582555 0.5288517 0.29516178 0.719885 0.49747604 output (0, 3) (1, 2) (1, 4) (3, 4)
0.86775243 0.057942376 0.15590869 0.68252575 0.16661419 0.63160634 0.67469263 0.67415154 0.061783403 0.93858504 output (0, 3) (1, 2) (1, 4) (2, 3)
0.4679268 0.28675124 0.38711601 0.9539236 0.7558869 0.55959964 0.23801917 0.34162033 0.807484 0.4754942 output (0, 3) (0, 4) (1, 2) (2, 4)
0.5719005 0.88613176 0.27735278 0.023429412 0.168616 0.3321383 0.9200265 0.087944046 0.2606893 0.81218576 output (0, 4) (1, 2) (1, 3) (2, 4)
0.4155512 0.76688933 0.025358211 0.5257286 0.73259276 0.9287738 0.6312894 0.7492571 0.34045348 0.2068749 output (0, 3) (0, 1) (1, 4) (2, 3)
0.7953146 0.9924755 0.3293436 0.48953217 0.940656 0.08271072 0.5952862 0.9354048 0.531212 0.1036324 output (0, 3) (1, 4) (1, 3) (2, 4)
0.07841827 0.638638 0.35093218 0.6201604 0.81937456 0.58251905 0.025809998 0.5120331 0.034239132 0.77255565 output (0, 3) (0, 4) (0, 1) (1, 2)
0.20293455 0.16110168 0.13279396 0.81009257 0.8002578 0.14037552 0.0037452949 0.45165747 0.7407182 0.16290092 output (0, 3) (0, 4) (1, 3) (2, 4)
0.41303495 0.5294214 0.5362036 0.47612357 0.2405092 0.9537301 0.51142573 0.89846826 0.80092615 0.6351158 output (0, 1) (0, 3) (1, 4) (2, 3)
0.25589725 0.8584751 0.018500846 0.22620378 0.06689165 0.6349095 0.15409693 0.98232555 0.31592524 0.05082206 output (0, 3) (0, 2) (1, 4) (1, 2)
0.0154671 0.79993653 0.5103594 0.21379212 0.38091806 7.6842625e-05 0.7937969 0.104345374 0.8949597 0.6153065 output (0, 1) (1, 2) (1, 3) (3, 4)
0.9933413 0.71504396 0.61153096 0.65112275 0.9083292 0.71883065 0.05815687 0.72162986 0.6241679 0.8923324 output (0, 2) (1, 4) (1, 2) (1, 3)
0.013779069 0.8416423 0.987192 0.7149109 0.1830293 0.24386188 0.1776138 0.6390039 0.47145084 0.48800164 output (0, 3) (1, 4) (2, 4) (3, 4)
0.39129117 0.20448926 0.06858387 0.19207731 0.6629082 0.98314327 0.43910593 0.4148252 0.15745847 0.062061865 output (0, 3) (0, 4) (1, 4) (2, 3)
0.5086984 0.20717163 0.12493415 0.6737148 0.9650004 0.45259306 0.05463787 0.17445238 0.6771187 0.92493474 output (0, 3) (0, 2) (1, 3) (2, 4)
0.5009671 0.53141564 0.6791925 0.43326396 0.7574957 0.13949539 0.6889544 0.007850056 0.209958 0.5439629 output (0, 1) (0, 4) (1, 2) (2, 3)
0.32135895 0.25304988 0.75981104 0.6614874 0.003859336 0.85033005 0.8714179 0.9334684 0.688533 0.76631784 output (0, 1) (0, 2) (1, 4) (3, 4)
0.5504541 0.4284312 0.687231 0.66389763 0.7855855 0.10575723 0.28132862 0.80230963 0.43116516 0.40846175 output (0, 4) (0, 1) (0, 2) (3, 4)
0.12015593 0.032544807 0.4213735 0.4904606 0.15133037 0.25409153 0.9737978 0.5478065 0.6860225 0.49690813 output (0, 2) (1, 4) (1, 2) (3, 4)
0.67869407 0.33262226 0.6209378 0.9172247 0.16945367 0.4141543 0.65594554 0.14345205 0.1666512 0.71206343 output (0, 3) (0, 2) (1, 4) (2, 4)
0.8515337 0.52684224 0.015812732 0.17304872 0.34171483 0.7588459 0.2675734 0.66182643 0.077428594 0.9158357 output (0, 2) (1, 3) (2, 3) (2, 4)
0.032533687 0.69122094 0.6805172 0.5743999 0.32024765 0.7382191 0.15415798 0.6402878 0.96226287 0.40418717 output (0, 3) (1, 4) (1, 2) (2, 3)
0.48100674 0.805314 0.39453495 0.829385 0.92462873 0.17991798 0.99479514 0.27876636 0.50585717 0.7641059 output (0, 4) (0, 1) (2, 3) (3, 4)
0.058582693 0.5198428 0.38873762 0.08995211 0.3543658 0.035297696 0.81245285 0.8967893 0.48095813 0.43608454 output (0, 4) (1, 2) (1, 4) (3, 4)
0.15470074 0.113417715 0.68565345 0.8869585 0.18630438 0.86405176 0.054972075 0.42206404 0.030884318 0.19600916 output (0, 4) (1, 2) (2, 3) (3, 4)
0.888558 0.33539283 0.7375342 0.022628633 0.19324657 0.09557902 0.65115094 0.78098375 0.5570494 0.7481 output (0, 1) (0, 3) (1, 2) (3, 4)
0.8350106 0.34716225 0.89966184 0.37515053 0.24409537 0.7944565 0.9722321 0.9203911 0.5477089 0.7594078 output (0, 1) (0, 4) (2, 4) (3, 4)
0.95463055 0.32693842 0.12172992 0.27768293 0.7184371 0.45651332 0.78286546 0.66019994 0.5225162 0.81012595 output (0, 2) (1, 2) (2, 3) (3, 4)
0.4035817 0.5438754 0.0347303 0.09077082 0.42590606 0.46148178 0.6156096 0.7448809 0.27707195 0.9525206 output (0, 2) (0, 3) (1, 2) (3, 4)
0.9766253 0.702183 0.82114184 0.7247119 0.5928394 0.27040443 0.4349001 0.35629743 0.098244846 0.6627837 output (0, 1) (1, 2) (2, 3) (3, 4)
0.6896758 0.21509853 0.5716355 0.68439525 0.511327 0.27890408 0.3339187 0.12659895 0.37738943 0.5860191 output (0, 2) (1, 4) (2, 3) (2, 4)
0.27001536 0.1622216 0.3980009 0.34512624 0.9888281 0.29275995 0.430535 0.39990485 0.17336427 0.9228322 output (0, 1) (1, 3) (2, 3) (3, 4)
0.7340327 0.48275056 0.70087093 0.35121125 0.8456534 0.9797406 0.56519777 0.036786683 0.2240865 0.73642415 output (0, 1) (0, 2) (0, 4) (1, 3)
0.028415887 0.5931404 0.63438493 0.07181041 0.48717278 0.11582336 0.9001121 0.66382635 0.5184374 0.66932833 output (0, 4) (1, 2) (2, 4) (3, 4)
0.5164273 0.51069236 0.991887 0.93362284 0.7187908 0.6645601 0.8449824 0.31835422 0.68376034 0.7802577 output (0, 2) (1, 4) (2, 4) (2, 3)
0.7141769 0.44970605 0.61519307 0.9579133 0.27331483 0.49340314 0.3422574 0.83927596 0.7543634 0.79152143 output (0, 4) (1, 4) (1, 3) (2, 3)
0.15748326 0.46524686 0.8582462 0.61230725 0.66088164 0.169388 0.21434058 0.10817925 0.43754426 0.8707609 output (0, 3) (0, 4) (1, 2) (2, 3)
0.12459827 0.3192524 0.47427076 0.43684655 0.3070603 0.5943867 0.84497845 0.6352493 0.004789761 0.2683368 output (0, 4) (0, 2) (1, 2) (1, 3)
0.5788243 0.8956816 0.0709172 0.1226602 0.63459617 0.641767 0.33471006 0.47721663 0.1337673 0.0895313 output (0, 2) (1, 4) (2, 3) (3, 4)
0.8722681 0.9305789 0.72463965 0.15987878 0.8439428 0.8927614 0.80933 0.05684639 0.76008785 0.9447174 output (0, 2) (1, 3) (1, 2) (2, 4)
0.052935462 0.719968 0.52789026 0.43023232 0.4822898 0.48291305 0.46369967 0.045135047 0.5564881 0.67921424 output (0, 2) (1, 2) (1, 3) (2, 4)
0.90869576 0.84263504 0.08291782 0.63439786 0.773567 0.47553062 0.5696334 0.18598117 0.23091155 0.31408685 output (0, 2) (1, 4) (2, 3) (3, 4)
0.59499913 0.9637288 0.65845525 0.7893309 0.41830155 0.065545954 0.83183146 0.8698838 0.603865 0.5776641 output (0, 1) (1, 3) (1, 4) (2, 4)
0.11602175 0.1685061 0.22677049 0.75786513 0.3475608 0.18432996 0.23480698 0.85655445 0.54850876 0.1337184 output (0, 2) (1, 3) (1, 2) (2, 4)
0.050514437 0.43007827 0.90218306 0.71220165 0.73204666 0.74444795 0.7436652 0.37892413 0.076386146 0.60816467 output (0, 4) (1, 2) (2, 3) (2, 4)
0.12665729 0.9248131 0.5107902 0.514635 0.91375774 0.8133309 0.597193 0.56257886 0.9283155 0.77405566 output (0, 1) (1, 3) (2, 4) (3, 4)
0.285226 0.4458438 0.91053104 0.11647876 0.8183124 0.16544119 0.16900098 0.9677064 0.53964436 0.5453506 output (0, 4) (0, 3) (1, 2) (2, 4)
0.34895226 0.6183007 0.13778776 0.6406945 0.3051975 0.70589256 0.04699602 0.75642985 0.46764117 0.70979375 output (0, 2) (0, 4) (1, 3) (1, 2)
0.23515667 0.20084295 0.75971574 0.8070172 0.019882059 0.96360296 0.9871855 0.95041066 0.8952649 0.4882046 output (0, 4) (1, 3) (1, 4) (1, 2)
0.61589473 0.77127236 0.8026433 0.13244578 0.82285714 0.20882085 0.5363726 0.07796518 0.9447485 0.737224 output (0, 4) (1, 2) (1, 3) (2, 4)
0.21730936 0.8111139 0.07636903 0.96443766 0.7705912 0.37652007 0.91887313 0.40736377 0.22921954 0.63958895 output (0, 4) (0, 1) (2, 3) (2, 4)
0.5464242 0.48751023 0.24832456 0.19545774 0.12160889 0.5732325 0.69645053 0.63491434 0.78589094 0.9480097 output (0, 3) (0, 1) (1, 2) (3, 4)
0.70723224 0.74814105 0.14460967 0.09844475 0.107380755 0.25942558 0.3101769 0.6464963 0.8836921 0.14515482 output (0, 3) (0, 4) (1, 2) (2, 3)
0.79072756 0.39862293 0.7380639 0.33678994 0.29812232 0.6070499 0.006507674 0.25059542 0.9455389 0.9415042 output (0, 1) (0, 4) (1, 2) (2, 3)
0.50642514 0.5329441 0.31677705 0.25825188 0.23531403 0.06156824 0.8239842 0.7851537 0.6434724 0.15351309 output (0, 1) (0, 3) (1, 2) (1, 4)
0.48175734 0.47448444 0.22184654 0.66847277 0.57033294 0.55199754 0.75844866 0.27574033 0.2344871 0.18813032 output (0, 2) (0, 1) (0, 4) (2, 3)
0.6639946 0.85051507 0.3191784 0.5345655 0.6735348 0.046372622 0.9468123 0.363667 0.3648588 0.89875984 output (0, 4) (0, 3) (1, 4) (2, 3)
0.2846378 0.58739436 0.09549255 0.9199465 0.741497 0.36125907 0.6055392 0.64571756 0.5991529 0.20103826 output (0, 3) (0, 1) (2, 4) (2, 3)
0.40390143 0.52248645 0.120030195 0.7660418 0.7564217 0.9458884 0.4605194 0.9339672 0.29218137 0.9694389 output (0, 1) (1, 4) (2, 3) (3, 4)
0.8141236 0.33437565 0.3764512 0.4204732 0.54750866 0.834289 0.50622284 0.9729876 0.46411937 0.889667 output (0, 1) (1, 2) (2, 4) (3, 4)
0.70592844 0.9232185 0.07556971 0.46438593 0.42271146 0.65601045 0.7286905 0.93268204 0.35756534 0.882439 output (0, 3) (0, 4) (1, 2) (2, 4)
0.2886992 0.458893 0.24272598 0.6926052 0.29646948 0.39707282 0.7154806 0.20578474 0.9049005 0.6407974 output (0, 2) (0, 1) (2, 3) (3, 4)
0.71365273 0.7323407 0.68361247 0.13692741 0.33274415 0.23082405 0.5723049 0.9637706 0.855737 0.43098202 output (0, 3) (0, 4) (1, 4) (1, 2)
0.010678393 0.0018929838 0.5733977 0.7251203 0.048521463 0.8046894 0.9182734 0.119044855 0.22993733 0.4334781 output (0, 4) (1, 4) (1, 3) (2, 4)
0.32306078 0.05302961 0.5664035 0.3922062 0.65595466 0.6447854 0.5291415 0.18260735 0.08232877 0.3022998 output (0, 3) (0, 4) (1, 3) (1, 2)
0.4487792 0.39463994 0.8913996 0.31156936 0.9810795 0.4110865 0.4013976 0.19510303 0.67012846 0.24585032 output (0, 3) (0, 4) (1, 2) (1, 4)
0.6039295 0.06707415 0.24980117 0.8251089 0.6119321 0.6674863 0.4534155 0.3403559 0.8235046 0.9345357 output (0, 3) (1, 2) (2, 4) (2, 3)
0.022059685 0.6582109 0.6273505 0.79798806 0.94080555 0.46048632 0.8957691 0.49133223 0.084286824 0.56228304 output (0, 4) (1, 3) (1, 4) (2, 3)
0.24706322 0.5286855 0.70386946 0.16555044 0.5538293 0.73493487 0.14616574 0.45593563 0.65955454 0.39705646 output (0, 3) (0, 2) (1, 4) (2, 4)
0.75118804 0.54201555 0.62502956 0.7173185 0.03798766 0.8461741 0.053660974 0.81408197 0.5341196 0.36948025 output (0, 1) (0, 4) (1, 3) (2, 3)
